,sample1,sample2,AMT_score
2363,S019C001P046R001A095,S010C001P008R002A040,1.1
2364,S008C001P030R002A023,S001C002P004R002A023,2.3
2365,S031C003P097R001A102,S030C003P076R001A101,1.6
2366,S023C001P068R001A102,S027C002P086R002A101,1.181818182
2367,S031C003P006R001A104,S026C001P075R001A097,1.8
2368,S002C001P014R002A027,S006C001P022R002A027,3.363636364
2369,S009C001P017R001A040,S008C003P033R001A039,1.5
2370,S016C003P021R001A027,S025C002P066R002A100,1.1
2371,S001C002P006R002A023,S008C001P001R002A007,1.090909091
2372,S029C003P051R001A097,S012C002P037R002A022,1.7
2373,S001C002P004R002A040,S008C002P032R002A007,1.111111111
2374,S010C003P021R001A048,S007C003P016R001A035,2.6
2375,S014C001P039R002A023,S005C002P010R002A023,2.7
2376,S027C002P084R002A100,S026C001P071R001A100,3.5
2377,S016C002P040R002A027,S008C002P030R002A027,3.9
2378,S032C001P106R001A096,S024C001P060R002A096,2.875
2379,S027C001P081R002A097,S008C003P029R001A022,1.636363636
2380,S019C002P046R002A102,S027C001P081R001A095,1
2381,S032C002P043R002A098,S026C001P071R001A096,1
2382,S027C001P083R001A100,S008C001P031R002A026,1.7
2383,S002C003P003R001A009,S005C001P010R002A009,3.636363636
2384,S008C003P031R001A027,S019C002P049R002A099,2.3
2385,S027C002P043R002A102,S008C003P030R001A026,1.2
2386,S008C001P036R001A048,S008C001P035R002A039,1
2387,S021C001P056R002A104,S026C003P050R001A097,1.2
2388,S013C001P015R001A048,S006C001P024R001A048,3.6
2389,S030C001P095R002A097,S001C001P005R002A022,1.25
2390,S027C001P084R001A098,S031C001P096R002A098,3.5
2391,S002C003P013R001A027,S029C001P044R002A099,1.545454545
2392,S032C001P105R002A097,S024C003P064R001A097,4
2393,S027C001P083R001A099,S008C003P030R001A026,1.636363636
2394,S008C003P034R001A008,S017C002P016R002A008,3.8
2395,S027C002P081R002A080,S030C003P076R001A080,3.8
2396,S003C003P001R001A027,S006C002P022R002A027,3.888888889
2397,S014C003P025R001A007,S005C003P021R001A007,3.7
2398,S031C001P043R001A100,S024C002P064R002A100,3.8
2399,S028C001P073R002A104,S031C001P099R001A104,2.222222222
2400,S028C001P046R001A104,S018C001P043R001A104,2.2
2401,S027C001P084R002A096,S016C001P040R001A022,1
2402,S003C001P002R002A026,S024C001P064R001A099,1.4
2403,S027C001P011R002A097,S027C001P086R002A098,1.5
2404,S010C002P018R002A040,S005C003P021R001A040,3.545454545
2405,S006C003P024R001A008,S008C001P036R002A008,3.7
2406,S031C003P100R001A101,S002C001P011R001A008,1
2407,S028C001P073R002A104,S024C001P064R001A097,1.222222222
2408,S020C003P052R001A100,S027C001P083R001A100,3.4
2409,S007C002P026R002A008,S027C001P081R001A095,1
2410,S001C001P003R002A040,S029C001P006R002A096,1.25
2411,S011C002P002R002A023,S015C001P008R002A007,1.222222222
2412,S003C002P002R002A035,S002C001P003R002A008,1.6
2413,S020C003P054R001A080,S028C001P073R001A080,2.727272727
2414,S008C002P033R002A009,S008C001P032R001A027,1.1
2415,S030C001P081R002A104,S026C001P049R002A095,1
2416,S029C001P080R001A099,S006C001P017R001A026,1.555555556
2417,S027C002P081R002A096,S002C002P012R002A022,1.272727273
2418,S004C001P020R002A022,S019C001P049R002A104,1.75
2419,S002C001P012R001A023,S008C001P029R001A023,2.6
2420,S026C001P071R001A096,S027C002P086R002A098,1.3
2421,S029C003P044R001A096,S031C001P100R001A096,3.5
2422,S008C003P036R001A035,S012C001P037R001A035,2
2423,S029C002P080R002A100,S008C002P034R002A026,1.6
2424,S018C001P008R001A099,S013C001P027R001A026,1.7
2425,S005C001P021R001A040,S014C001P007R001A007,1
2426,S017C001P009R002A007,S016C001P040R001A022,2.7
2427,S005C002P010R002A022,S016C001P008R002A022,3.111111111
2428,S008C002P035R002A009,S008C002P031R002A026,1
2429,S026C001P071R002A102,S026C003P050R001A102,2.4
2430,S009C001P019R002A035,S008C001P032R002A048,3.363636364
2431,S008C001P029R002A039,S030C003P092R001A096,1.3
2432,S016C002P040R002A007,S002C001P011R002A007,3.454545455
2433,S020C003P052R001A104,S020C001P052R002A097,1.272727273
2434,S026C002P049R002A101,S014C002P039R002A008,1
2435,S023C003P055R001A104,S031C003P099R001A104,3.7
2436,S023C003P059R001A099,S008C001P035R002A027,1.111111111
2437,S027C003P079R001A098,S026C001P050R001A098,2.636363636
2438,S006C003P024R001A007,S008C001P030R002A007,3.5
2439,S021C001P058R002A099,S009C001P017R001A027,1.4
2440,S016C001P040R001A009,S015C001P016R002A027,1.1
2441,S026C002P076R002A098,S026C001P071R001A096,1.1
2442,S032C002P102R002A102,S007C003P028R001A026,1.222222222
2443,S013C003P037R001A023,S025C001P059R001A104,1.2
2444,S030C001P076R001A080,S008C002P035R002A048,1.3
2445,S025C001P066R002A100,S019C002P050R002A100,3.5
2446,S027C001P011R002A097,S028C001P046R001A104,1.1
2447,S027C001P086R002A097,S026C001P071R001A098,1.727272727
2448,S008C001P033R002A008,S016C001P040R001A048,1.2
2449,S014C001P039R002A023,S021C002P056R002A104,1.222222222
2450,S023C001P066R001A097,S032C001P105R002A104,1.3
2451,S013C001P019R001A048,S005C001P010R001A039,1.5
2452,S013C001P027R002A007,S027C003P006R001A102,1
2453,S030C001P043R002A080,S011C001P038R001A048,1.5
2454,S023C003P066R001A097,S010C001P021R002A022,1.4
2455,S006C003P022R001A023,S014C003P025R001A007,2
2456,S027C003P086R001A104,S026C003P051R001A095,2.2
2457,S019C003P051R001A096,S030C003P092R001A096,3.9
2458,S023C003P068R001A102,S006C002P022R002A026,1.2
2459,S020C003P053R001A099,S006C003P024R001A027,1.333333333
2460,S032C001P106R001A096,S006C001P023R002A022,1.2
2461,S031C003P097R001A102,S031C001P100R002A095,1
2462,S031C001P043R001A100,S002C002P014R002A027,1
2463,S027C003P081R001A098,S019C003P046R001A098,3.666666667
2464,S013C002P018R002A009,S008C002P031R002A048,1.333333333
2465,S001C001P004R001A007,S017C002P003R002A007,2.6
2466,S030C003P088R001A080,S009C002P017R002A008,1.888888889
2467,S003C002P002R002A035,S008C001P029R001A035,2.9
2468,S016C001P021R002A023,S008C002P032R002A007,1.4
2469,S027C003P081R001A095,S031C003P099R001A104,2.7
2470,S002C001P009R001A040,S008C003P036R001A040,3.3
2471,S016C003P025R001A048,S004C001P020R002A039,1
2472,S016C002P040R002A026,S009C001P007R001A026,3.2
2473,S029C001P006R002A095,S002C003P014R001A040,1.333333333
2474,S026C002P071R002A095,S031C002P100R002A104,1.1
2475,S005C001P004R002A048,S028C003P087R001A101,1.363636364
2476,S032C002P043R002A098,S020C001P052R001A098,3.5
2477,S026C002P072R002A104,S021C003P059R001A095,3.4
2478,S011C001P038R001A009,S003C003P002R001A048,1.363636364
2479,S021C003P059R001A095,S026C001P072R002A104,3.222222222
2480,S005C001P017R001A009,S006C003P023R001A026,1
2481,S001C003P005R001A048,S010C003P016R001A039,1
2482,S005C003P015R001A035,S026C003P008R001A080,1.2
2483,S027C001P085R002A096,S032C002P102R002A098,1.2
2484,S002C001P011R001A039,S008C001P035R002A048,1
2485,S027C001P083R002A102,S008C001P035R002A026,1.3
2486,S028C001P046R001A099,S005C001P010R001A026,1.25
2487,S027C001P083R001A098,S031C001P051R002A098,3.8
2488,S027C001P085R002A102,S023C001P055R002A101,1
2489,S019C003P051R001A096,S027C002P086R002A098,1.4
2490,S006C002P023R002A022,S002C003P014R001A022,4
2491,S006C003P023R001A023,S001C002P004R002A035,1.090909091
2492,S010C002P021R002A008,S016C003P040R001A035,2.4
2493,S008C001P001R001A023,S006C003P024R001A022,1.3
2494,S006C001P017R001A026,S002C001P003R001A009,1
2495,S027C002P081R002A096,S031C002P082R002A098,1.8
2496,S030C001P095R001A095,S030C003P095R001A100,1.1
2497,S008C001P030R002A007,S029C001P006R002A095,1.7
2498,S019C001P050R001A096,S014C003P027R001A039,1.4
2499,S016C003P025R001A048,S009C001P019R002A035,1.545454545
2500,S032C002P106R002A100,S007C003P019R001A026,1.4
2501,S026C002P072R002A099,S003C003P018R001A027,2
2502,S020C003P052R001A096,S011C003P038R001A039,1
2503,S016C001P039R002A026,S001C002P005R002A027,1.4
2504,S008C003P034R001A009,S005C002P010R002A027,1.1
2505,S027C001P083R001A097,S026C001P008R001A104,1.7
2506,S031C001P097R001A101,S007C002P018R002A035,1.3
2507,S008C003P036R001A023,S007C001P016R001A023,3.6
2508,S001C001P005R001A040,S013C002P027R002A007,1
2509,S014C001P039R001A040,S026C002P072R002A100,1.1
2510,S006C002P022R002A008,S011C002P038R002A035,1.3
2511,S020C003P052R001A096,S008C003P007R001A039,1.3
2512,S023C001P061R002A097,S027C001P086R002A097,3
2513,S023C003P064R001A096,S006C001P022R002A022,1.111111111
2514,S031C001P043R001A100,S032C001P106R001A099,1.583333333
2515,S027C002P043R002A102,S032C001P102R002A102,3.3
2516,S021C001P058R002A099,S031C002P051R002A099,3.9
2517,S001C003P006R001A039,S026C001P071R001A096,1.8
2518,S029C003P051R001A102,S017C002P003R002A026,1.7
2519,S001C002P005R002A027,S030C003P092R001A099,1.4
2520,S016C001P008R002A022,S012C001P028R002A022,3.636363636
2521,S011C002P028R002A048,S016C003P025R001A048,2.4
2522,S010C002P013R002A026,S008C001P001R001A026,3.333333333
2523,S007C003P015R001A008,S019C001P049R002A080,1.8
2524,S005C002P010R002A008,S013C001P007R002A035,1.727272727
2525,S022C002P064R002A098,S027C001P084R002A096,1.181818182
2526,S030C003P044R001A080,S008C002P029R002A048,1.3
2527,S006C003P023R001A048,S013C001P019R002A039,1.2
2528,S001C001P002R002A009,S002C003P014R001A009,3.9
2529,S003C001P002R001A048,S002C001P010R002A048,3.6
2530,S027C001P084R002A096,S028C001P087R001A096,3.272727273
2531,S001C001P002R002A009,S006C003P023R001A048,1
2532,S006C002P022R002A008,S001C001P006R001A008,3.9
2533,S023C003P055R001A104,S008C001P035R001A040,1.1
2534,S001C001P006R001A007,S005C002P010R002A022,1.3
2535,S014C002P037R002A026,S008C001P001R001A026,3.5
2536,S019C001P046R001A101,S031C003P100R001A101,3.6
2537,S001C001P003R002A040,S017C002P009R002A039,1.5
2538,S026C001P072R002A101,S025C001P058R001A101,3.636363636
2539,S002C003P012R001A026,S003C001P002R001A027,1.4
2540,S032C001P044R002A101,S002C001P011R001A008,1
2541,S007C001P028R001A026,S010C002P013R002A009,1.111111111
2542,S019C002P049R002A099,S030C001P095R001A100,1.5
2543,S008C001P034R002A023,S005C002P010R002A022,1.125
2544,S001C003P006R001A022,S029C001P080R001A104,1.6
2545,S030C001P096R001A097,S032C002P102R002A098,1.25
2546,S027C003P085R001A101,S031C001P100R001A101,3.6
2547,S020C003P052R001A104,S021C002P056R002A104,3.272727273
2548,S008C001P036R002A027,S001C001P005R002A026,1.222222222
2549,S005C002P004R002A048,S031C001P051R002A101,1
2550,S032C001P102R002A102,S026C001P071R002A102,3.444444444
2551,S026C002P075R002A104,S026C001P075R002A104,4
2552,S001C002P005R002A035,S002C002P011R002A048,1.444444444
2553,S028C001P073R002A104,S032C001P043R002A097,1.636363636
2554,S008C001P034R001A009,S014C001P039R001A009,4
2555,S028C001P043R001A096,S032C001P105R001A098,1.2
2556,S008C001P036R002A027,S020C001P052R001A100,1.111111111
2557,S005C002P004R002A048,S030C001P011R001A101,1
2558,S009C001P019R001A040,S023C003P058R001A096,1.8
2559,S008C001P034R001A027,S027C002P079R002A099,1.7
2560,S021C002P058R002A097,S027C001P086R002A097,3.2
2561,S032C001P106R001A095,S029C003P080R001A104,1.2
2562,S008C002P035R002A048,S006C001P022R001A039,1.2
2563,S029C001P080R001A097,S027C002P011R002A097,3.3
2564,S001C002P006R002A023,S006C001P023R001A023,3.636363636
2565,S029C001P006R002A095,S028C001P073R002A104,2.444444444
2566,S002C003P013R001A039,S011C003P027R001A040,1.4
2567,S002C002P011R002A026,S009C003P007R001A026,3.272727273
2568,S016C003P040R001A009,S008C001P036R001A026,1
2569,S032C002P102R002A101,S008C002P035R002A048,1
2570,S009C003P017R001A027,S004C002P020R002A027,4
2571,S029C003P006R001A099,S019C002P049R002A099,3.666666667
2572,S016C003P040R001A039,S001C001P004R001A039,3.9
2573,S023C001P061R002A097,S029C001P044R002A104,1.1
2574,S028C001P073R002A104,S029C001P044R002A104,3.888888889
2575,S030C001P011R002A104,S023C001P058R002A104,3.5
2576,S030C001P092R001A104,S032C002P102R002A104,3.3
2577,S031C002P006R002A080,S032C001P106R001A080,3.5
2578,S008C002P032R002A040,S005C001P021R001A040,2.9
2579,S023C003P059R001A101,S022C001P061R001A101,3.6
2580,S008C001P029R001A022,S011C003P038R001A022,2
2581,S015C001P025R001A039,S019C001P051R001A096,1.111111111
2582,S007C001P027R002A023,S014C003P017R001A023,3.111111111
2583,S008C003P033R001A022,S016C001P039R002A022,3.636363636
2584,S032C001P106R002A104,S026C001P050R001A097,1
2585,S024C003P064R001A095,S006C001P022R002A022,2.727272727
2586,S008C002P029R002A027,S017C002P020R002A026,1.4
2587,S017C002P009R002A035,S008C001P030R001A035,3.2
2588,S017C001P009R002A007,S002C001P014R001A022,1.25
2589,S008C001P035R002A035,S008C003P036R001A035,2.9
2590,S027C001P086R001A104,S026C001P071R001A104,1.6
2591,S027C001P084R001A101,S002C001P014R002A048,1.1
2592,S008C001P032R002A040,S003C003P002R001A039,3
2593,S005C002P004R002A048,S007C003P018R001A039,1.818181818
2594,S029C003P051R001A102,S008C002P031R002A026,1.3
2595,S032C001P106R001A099,S031C002P085R002A099,3.7
2596,S019C001P050R001A096,S030C003P076R001A096,3.1
2597,S028C003P087R001A097,S028C003P073R001A098,2
2598,S002C002P003R002A008,S005C001P010R002A008,3.875
2599,S016C001P039R002A048,S013C001P028R002A035,2.9
2600,S008C003P033R001A039,S008C001P032R001A026,1.1
2601,S032C001P105R001A101,S027C001P081R002A101,4
2602,S005C001P021R001A040,S008C003P029R001A040,3.3
2603,S025C001P058R001A100,S032C001P105R001A100,3.5
2604,S008C001P035R001A023,S006C003P022R001A007,2
2605,S006C001P023R001A026,S008C001P034R002A026,2.9
2606,S030C001P076R001A096,S011C001P002R001A022,1.4
2607,S023C001P055R002A101,S007C002P001R002A048,1.181818182
2608,S028C002P073R002A096,S027C003P084R001A098,1.5
2609,S002C001P007R002A023,S002C001P011R002A022,1.1
2610,S025C001P068R002A098,S031C001P082R002A098,3.6
2611,S023C001P056R002A098,S011C001P002R002A040,1.3
2612,S024C003P064R001A095,S032C001P106R002A104,2.4
2613,S031C001P006R001A104,S030C001P095R002A104,3.555555556
2614,S001C003P004R001A009,S001C001P004R001A009,4
2615,S019C002P049R002A098,S020C003P053R001A097,1.8
2616,S032C001P102R002A100,S021C003P056R001A100,3.888888889
2617,S027C002P086R002A097,S027C001P079R002A104,1.3
2618,S002C002P012R002A035,S005C003P010R001A035,3.5
2619,S005C002P016R002A048,S010C002P017R002A048,4
2620,S030C001P011R002A095,S029C001P006R002A095,3.8
2621,S006C003P022R001A009,S013C001P019R002A009,3.3
2622,S028C003P046R001A099,S026C001P071R002A099,3.4
2623,S028C003P073R001A095,S004C002P020R002A022,3.1
2624,S023C001P059R001A099,S008C003P031R001A027,1.3
2625,S008C001P030R002A007,S008C001P029R001A023,1.8
2626,S032C003P105R001A095,S011C001P027R001A040,1.1
2627,S031C001P006R001A104,S027C001P086R001A104,2.888888889
2628,S023C002P064R002A080,S020C002P052R002A080,3.2
2629,S008C001P033R002A023,S018C003P043R001A104,1.2
2630,S007C002P018R002A026,S006C001P024R001A009,1
2631,S012C001P027R002A008,S014C002P019R002A008,3.3
2632,S025C002P055R002A099,S031C002P097R002A099,3.8
2633,S005C003P004R001A026,S005C001P004R001A026,4
2634,S027C002P086R002A099,S027C002P084R002A100,1.272727273
2635,S030C003P096R001A096,S016C001P040R001A022,1.333333333
2636,S016C002P039R002A048,S026C001P049R001A097,1
2637,S030C003P095R001A098,S001C003P006R001A040,1.363636364
2638,S030C001P095R001A102,S026C002P072R002A102,3.3
2639,S032C003P106R001A080,S013C001P028R002A035,1.3
2640,S030C001P092R001A104,S027C001P079R001A097,1.6
2641,S021C003P060R001A104,S030C001P096R001A097,1.3
2642,S020C001P053R001A099,S006C003P023R001A026,1.3
2643,S002C001P011R002A022,S006C001P024R001A022,2.7
2644,S020C002P053R002A102,S025C003P058R001A101,1.3
2645,S020C003P052R001A100,S031C001P097R002A099,1.2
2646,S010C002P025R002A022,S023C001P058R002A104,2.3
2647,S024C001P061R002A098,S032C001P102R002A098,3.7
2648,S030C001P096R001A097,S030C001P095R002A104,1.272727273
2649,S028C003P087R001A101,S028C001P008R001A101,3.9
2650,S008C001P034R001A027,S009C001P007R001A027,3.636363636
2651,S023C002P061R002A104,S020C001P052R001A104,2
2652,S023C003P055R001A104,S031C002P100R002A104,1.4
2653,S002C003P012R001A026,S001C002P006R002A026,2.7
2654,S010C001P021R001A048,S017C001P015R001A039,1.3
2655,S026C002P049R002A101,S007C001P001R002A048,1.2
2656,S005C001P004R001A026,S017C001P020R002A026,3.7
2657,S027C003P083R001A099,S025C001P056R002A099,3.888888889
2658,S032C001P008R001A102,S001C003P006R001A007,1
2659,S021C003P060R001A104,S001C002P004R002A040,2
2660,S028C003P046R001A100,S008C001P036R002A027,1.333333333
2661,S016C002P021R002A023,S016C003P040R001A022,1.5
2662,S023C003P061R001A080,S008C001P036R002A008,1.9
2663,S028C003P073R001A095,S010C001P018R002A040,1.1
2664,S030C002P096R002A102,S023C001P059R002A102,3.75
2665,S010C002P008R002A040,S008C002P032R002A007,1
2666,S008C002P031R002A026,S001C001P005R002A027,1
2667,S006C001P001R001A008,S030C002P095R002A080,1.666666667
2668,S017C001P007R002A009,S012C001P027R002A009,3.909090909
2669,S023C001P066R001A097,S032C001P043R002A097,3.9
2670,S017C001P009R001A027,S032C001P106R001A099,1.2
2671,S028C003P073R001A098,S024C001P064R001A097,1.6
2672,S021C001P058R001A098,S019C001P046R001A098,3.6
2673,S008C002P032R002A008,S010C002P017R002A048,1.272727273
2674,S007C001P018R002A026,S013C001P027R001A026,3.6
2675,S027C003P083R001A095,S032C003P106R001A095,3
2676,S016C002P039R002A048,S002C002P010R002A048,3
2677,S006C001P023R002A008,S006C002P024R002A035,1.545454545
2678,S010C001P008R001A039,S010C003P016R001A039,3.666666667
2679,S016C002P008R002A022,S011C001P038R001A022,2.6
2680,S016C002P040R002A007,S001C002P005R002A007,3.5
2681,S032C001P102R002A102,S019C003P046R001A095,1
2682,S006C002P024R002A023,S019C001P050R002A104,1.1
2683,S001C002P001R002A022,S002C001P003R002A022,2.444444444
2684,S008C003P029R001A035,S008C003P033R001A035,2.7
2685,S005C003P018R001A008,S010C002P021R002A008,3.888888889
2686,S001C003P004R001A039,S005C003P010R001A039,3.7
2687,S025C001P068R002A098,S020C003P052R001A098,3.5
2688,S030C002P044R002A102,S020C001P053R002A102,3.3
2689,S027C001P084R001A098,S027C001P085R002A096,1.2
2690,S023C003P059R001A101,S002C002P012R002A035,1.6
2691,S030C002P095R002A104,S029C003P080R001A104,1.9
2692,S026C001P071R001A100,S019C001P050R002A100,3.7
2693,S008C002P033R002A007,S008C001P034R002A022,1
2694,S008C001P032R001A027,S019C001P050R002A099,1.6
2695,S026C001P071R001A096,S002C002P011R002A022,1.090909091
2696,S008C003P030R001A026,S008C001P030R001A026,3.9
2697,S005C002P004R002A008,S007C003P016R001A035,1.3
2698,S016C002P025R002A026,S011C001P038R002A026,3.2
2699,S026C001P071R001A104,S023C001P068R002A104,3.2
2700,S027C003P081R001A095,S027C001P086R001A104,1.8
2701,S030C002P081R002A099,S027C003P083R001A100,1.6
2702,S029C001P075R002A101,S004C001P003R001A048,1.3
2703,S027C001P081R002A080,S011C001P028R002A048,1.1
2704,S025C001P066R002A100,S006C003P024R001A026,1.2
2705,S020C003P054R001A080,S031C002P006R002A080,3
2706,S031C002P096R002A098,S026C001P072R001A098,4
2707,S006C001P023R001A048,S005C001P010R001A035,1.9
2708,S030C001P092R001A097,S027C002P084R002A097,3.3
2709,S032C003P106R001A102,S029C001P051R001A102,3.125
2710,S026C001P072R002A102,S032C001P106R001A102,3.3
2711,S002C003P014R001A023,S002C001P014R001A023,4
2712,S030C002P096R002A099,S008C001P030R002A027,1.2
2713,S007C001P001R002A048,S005C001P016R002A048,3.2
2714,S008C003P036R001A035,S008C001P033R002A048,2
2715,S028C001P087R001A098,S030C001P095R001A098,3.6
2716,S007C001P017R001A035,S030C002P095R002A080,1.454545455
2717,S020C001P053R001A104,S027C003P083R001A104,2.8
2718,S023C003P066R001A097,S016C003P025R001A048,1.1
2719,S002C003P012R001A026,S002C001P014R002A027,1.2
2720,S029C002P075R002A101,S008C001P032R002A048,1.8
2721,S001C002P001R002A022,S007C002P027R002A023,1
2722,S013C002P018R002A048,S010C003P016R001A039,1.2
2723,S026C001P008R001A080,S013C002P007R002A035,1.444444444
2724,S011C002P038R002A026,S006C001P022R002A026,3.3
2725,S011C003P016R001A007,S027C001P084R002A095,1.2
2726,S031C001P100R001A102,S027C003P084R001A101,1
2727,S032C002P106R002A100,S030C001P092R001A099,2
2728,S030C002P095R002A104,S031C001P006R001A104,3.6
2729,S005C003P010R001A039,S016C003P040R001A048,1
2730,S017C002P009R002A035,S016C003P040R001A035,3.4
2731,S030C002P096R002A099,S016C001P040R002A026,1.9
2732,S002C001P014R001A009,S013C001P015R001A048,1.3
2733,S002C003P007R001A022,S027C001P086R001A104,1.25
2734,S002C003P014R001A023,S011C003P002R001A022,1.1
2735,S006C003P024R001A027,S017C002P020R002A026,2.7
2736,S008C003P031R001A009,S014C001P039R001A009,3.8
2737,S007C002P026R002A008,S008C001P031R001A008,3.9
2738,S003C003P019R001A022,S023C002P068R002A104,2.2
